date,svm,kmeans,xgboost,random forest,neural networks,reinforcement learning,llm,gan,transformers,rag
2021-04-01,0.002325461658887997,0.0012512906477426058,0.006788601401056071,0.007195497095507313,0.05238716028757542,0.010887673212294655,0.0004523222888243298,0.007980891728589876,0.004821810541382545,0.0
2021-05-01,0.002325461658887997,0.0016946917953691056,0.005745304583111366,0.0069346728910211364,0.04065007108569749,0.00851417295147045,0.0002175805047867711,0.0073809960582716695,0.002474392701006958,0.0
2021-06-01,0.0023203758417340353,0.0016794343439072198,0.005274542853460091,0.005704922303193144,0.03913098373651046,0.008559390489439312,0.0,0.009278190795505067,0.002029060057125492,0.0
2021-07-01,0.003383920188956202,0.0018553708119469327,0.005907641205934738,0.007870956361386124,0.03356394868799251,0.00982196559048206,0.0,0.007584487368544,0.002760204150142557,0.0
2021-08-01,0.004154896004624174,0.0023006067870137183,0.006455999034069317,0.008928060704567945,0.031040142168427896,0.01209528172439864,0.0,0.006836086389361972,0.0022111841268043896,0.0
2021-09-01,0.005018439703761177,0.0017757701892787288,0.007092118601471575,0.00926676780596996,0.03127379085917541,0.011657892589867398,0.00038804811796662784,0.00666589783684218,0.0026962442742626746,0.0
2021-10-01,0.006122064344280787,0.0016396649180574134,0.007296809209952164,0.009703050456186232,0.03093512578606796,0.01226067114035851,0.0005133928158859058,0.0052440638665219716,0.0039007359719476706,0.0
2021-11-01,0.006730890796946199,0.001817288367336007,0.006980345066729177,0.008562963061523807,0.03797674737628654,0.012858035483147824,0.0005133928158859058,0.005578741773383693,0.0047128971135110085,0.0
2021-12-01,0.006655726686242542,0.0014527496162847155,0.00809616563174484,0.008415437326079632,0.04055611234159033,0.011786623541855737,0.0005133928158859058,0.004563020258282174,0.005578290407205214,0.0
2022-01-01,0.005871606898997946,0.0011430223003231002,0.008505549102062075,0.007164948618863395,0.044558405618437866,0.01201711828861787,0.0003603071039343156,0.004786403220927437,0.006659646299847179,0.0
2022-02-01,0.00607929709465505,0.0011178339848364645,0.009099109965866109,0.006490307641891006,0.0483532461919197,0.01094863233319283,0.00023496240601503758,0.005848777130130125,0.005792069988801328,0.0
2022-03-01,0.005515489865582894,0.0014762513953985343,0.009078165075282866,0.005225008941773131,0.04252098716369768,0.009733098043646766,0.0004452231293119257,0.006074381203505435,0.005333393121377613,0.0
2022-04-01,0.0049319697337089335,0.0019868036786751175,0.009694193115293931,0.005438346064939042,0.04116834646552705,0.012229940768733176,0.0008393894675066439,0.005258089181467746,0.004292853787826628,0.0
2022-05-01,0.005557594416658793,0.002785236383684133,0.00934857707117562,0.006768544054903934,0.03991019105696557,0.012855251540652955,0.0007296775624936103,0.0057898544664236225,0.0034779407537384012,0.0
2022-06-01,0.004514323095636391,0.002669449559583998,0.008624611944519477,0.007187436071104937,0.03545811902200069,0.013067466364112372,0.0007296775624936103,0.004800723782915235,0.004397919701588565,0.0
2022-07-01,0.00485676450359133,0.0018284066663964457,0.008697268850767501,0.008311396593837402,0.032892454689589595,0.013336466798485677,0.0006747928491407868,0.005243656487461414,0.0038583506981747354,0.0
2022-08-01,0.004858321242683725,0.0012371571591043686,0.007715744853011696,0.007624329795408337,0.03142834157319097,0.011569723602525228,0.0002806265109460686,0.005639379564748529,0.005142893960265461,0.0
2022-09-01,0.003272132481310775,0.0006529724057474497,0.008491139996722172,0.00643587916682525,0.03354990476980069,0.014184666771484562,0.0004479447636011741,0.00503511368952236,0.005707950345710429,0.0
2022-10-01,0.003910162511185845,0.0006121596772748778,0.008846936379370642,0.006871573280378162,0.03784537725219286,0.016336146419102165,0.000687637956314501,0.005591518262452287,0.006023509908566561,0.0
2022-11-01,0.0027433257510419157,0.0010459991566675025,0.008732409767268705,0.005889367709490975,0.04383938600717602,0.016373962445817403,0.0007491816860667487,0.004656228831661009,0.006175852547383735,0.0
2022-12-01,0.0025577876651330083,0.0019525261510268902,0.00806711410930546,0.005816489113139106,0.04720580431377022,0.015539041059227321,0.0009506321292577237,0.005679393404897952,0.005506578800099975,0.0
2023-01-01,0.002743047657653269,0.001851088895840729,0.006625631438859557,0.005742284461743276,0.042613895226602624,0.011852574108760013,0.0009447606233070363,0.005228797262510913,0.0058146371456460405,0.0
2023-02-01,0.002750605551117203,0.0021571235978485852,0.005709086898153943,0.00599709344138447,0.04039955240823297,0.009800905949709305,0.0007050674305937093,0.004597173308739308,0.005568945624786734,0.0
2023-03-01,0.0027075573251914495,0.002472160803428502,0.0041476004943540035,0.006301788242999835,0.03489983019112479,0.008527761436544127,0.000488147690897397,0.004760702418545315,0.006855789762051553,0.0
2023-04-01,0.002267140421848032,0.001729568235298622,0.003657844744760206,0.006795639050783087,0.03098178419437441,0.007775393568220064,0.0015981726575424876,0.003603386134744572,0.007878959865484796,0.0
2023-05-01,0.0031833637202803274,0.0023129100949441546,0.0035590816284499396,0.006637547012084998,0.029008298183210626,0.007890854045920916,0.0019310540963292503,0.0033397809825783204,0.007028815486598219,0.0
2023-06-01,0.002193107159371593,0.002502501860622877,0.004188515410057634,0.005472251281571876,0.027558070781896267,0.010007916760809718,0.004648445400677076,0.0031647418129739334,0.007450976778324729,0.0
2023-07-01,0.0025189385443073905,0.002083658178950666,0.005834478808194752,0.005954695931428774,0.02861415991552256,0.010445956071480675,0.007948775433680376,0.0024116635096368597,0.006399665955779669,0.0
2023-08-01,0.003247861260935025,0.0019197237527211579,0.006800520962761496,0.0045978458143327555,0.02786035429491366,0.010934100099583718,0.011101585738130025,0.0028719972332902554,0.006723875557653205,0.0
2023-09-01,0.002044067968227947,0.001145250394604677,0.007273692356898415,0.0040843593686774446,0.02608932115452675,0.012429293413792158,0.015428734601104116,0.0033232428976540133,0.007661730966660011,0.0
2023-10-01,0.0023877380449542898,0.0004898795506149072,0.007081876500120922,0.005395101056656984,0.02568171245887458,0.009887733311490367,0.020064284473226876,0.002532002488446852,0.008205209227529577,0.0
2023-11-01,0.0024010190511233173,0.0003275192501985476,0.005942698195972599,0.006600684391650444,0.026312228226749154,0.009421902020111733,0.02129111741809078,0.003546007309452091,0.009400167757587813,0.0
2023-12-01,0.0015081619082661746,0.0003275192501985476,0.005890687100272183,0.0071944777342301935,0.029870654024252617,0.009046988705271233,0.024975236696870254,0.0031234171568862105,0.008851884123745928,0.0005201109570041609
2024-01-01,0.0019103202179749615,0.0003275192501985476,0.005659400987177331,0.008104744132550867,0.03258206666392599,0.011038393698526515,0.02506405417109966,0.0026585906800815477,0.010694057726290887,0.0014087365494212223
2024-02-01,0.003547182692433344,0.0004322229674342342,0.005014432854996923,0.008617098832885108,0.03633465465564441,0.011341340964389383,0.024589419872935954,0.004086045720068557,0.012209470654747293,0.002202387343072016
2024-03-01,0.002956589247389111,0.0002645502645502637,0.004999476915195578,0.005926857616840906,0.038685229861089174,0.01222241199579752,0.02774312904571295,0.0035680716716153006,0.013163161082746407,0.0029456975511988745
2024-04-01,0.002956589247389111,0.0005532338673216263,0.004420508136267159,0.005752686511146673,0.03682900630706971,0.01158538618163769,0.02507971250530365,0.005184059217780653,0.014142923601444778,0.005601106224679702
2024-05-01,0.002654532232235344,0.0005532338673216263,0.0038105456216115446,0.005142723996491059,0.03931358006953042,0.00974380166897469,0.029916409061165623,0.006049290872805395,0.01610526211447107,0.006745000957465892
2024-06-01,0.000669501634487983,0.0002886836027713617,0.0044619815331630635,0.00249541412374766,0.03896951180638701,0.010253022698426933,0.03486153886178675,0.005250218397432342,0.01515674584803573,0.008447409018255456
2024-07-01,0.0005449449707308949,0.0002886836027713617,0.0038405414725161797,0.0026159410130890777,0.04112824974942407,0.010977527292613996,0.03617524532129533,0.006476979421063428,0.014521873206003278,0.009675513300025099
2024-08-01,0.001540960906985875,0.0,0.004677838933940689,0.0029451093282809662,0.0407937908184045,0.01172534433851814,0.04443527678895817,0.006358745658653483,0.016814320046815545,0.010284854227309034
2024-09-01,0.0022949872835047688,0.0001305483028720618,0.0045900486118002435,0.003510060520500833,0.04771952232861032,0.011403446490669836,0.049053896828198475,0.006763885107287806,0.017041604490491764,0.012429879594011789
2024-10-01,0.0028506648888623797,0.0003023105838751535,0.0043472978736195725,0.003934366607203688,0.051531552836768524,0.012549686683837866,0.05818545843164765,0.007950922226894827,0.021486619169262,0.015086689169664182
2024-11-01,0.005152020448761091,0.0005717071355992914,0.0057287352429708765,0.005742868544628274,0.05409593184120422,0.013814150981691403,0.06602816430425348,0.0077535550636922985,0.02282835739175992,0.01729092123149182
2024-12-01,0.00470265174282681,0.0005717071355992914,0.004647782087662082,0.004912080908002764,0.06004415062786515,0.013809504843213246,0.06977585575419716,0.007020045951453209,0.02256889959612032,0.02061247466789199
2025-01-01,0.00448063374090294,0.00044115883272722873,0.004851334375692864,0.004627365365883759,0.05464357346694718,0.0148848106010805,0.07321262571434557,0.0066047821064621395,0.02241687953290746,0.023178350028617564
2025-02-01,0.004854833858855401,0.0005726106208569448,0.006377925030866491,0.006214421760367451,0.05473476684294368,0.014183751757968729,0.07060207861450325,0.0061455862205906245,0.020600251235858083,0.02333172780834895
2025-03-01,0.003747209581661249,0.0007421956319071704,0.007041246039918594,0.005545779045947663,0.05173048677270663,0.012322692260829679,0.07165329281479994,0.005442056770982679,0.021363147265345533,0.02541156852615949
2025-04-01,0.0037734312789299168,0.0014296383450144114,0.007848774105485531,0.006212511628728058,0.04846429879954695,0.014948202331297568,0.0724923871273973,0.004557199751050182,0.020109683329031187,0.025752450590652176
2025-05-01,0.0030998723816868094,0.0014296383450144114,0.00835002723831761,0.005358814886873421,0.04805703062912089,0.01382821486262589,0.07420761269130709,0.0035546934853860216,0.022702101875397104,0.028681648585639645
2025-06-01,0.00249261829710697,0.001277755995009933,0.007739744683918951,0.0038413679640190096,0.03849505014935253,0.01321683104647493,0.07266098233201676,0.0023412865779786412,0.019967393629002267,0.029126007702692018
2025-07-01,0.0014488976524997268,0.0009753864540934928,0.006281630241665416,0.002495277778495326,0.03161203513762237,0.014325199522321348,0.07526428692764998,0.002253850086376862,0.019263823725386306,0.03393609420364914
2025-08-01,0.0008760287249103592,0.00028794374098625193,0.006401258753014961,0.0017704862578540724,0.026660650367398973,0.015027806412923603,0.0759275792840059,0.0029064713548659265,0.02172491356920651,0.03414811187047756
2025-09-01,0.0009940281658820521,0.0008215616705486853,0.007047635233169456,0.0030737209989223245,0.026280129962865762,0.01526872855552664,0.08056433793623947,0.003958302172571877,0.019276782502478856,0.03541466037888839
2025-10-01,0.0010705932801439231,0.0013069022773965868,0.005883999654337192,0.0033781829465743965,0.030777174241139356,0.01700146389305033,0.09422067670552463,0.00429231106029145,0.02395110842115746,0.04059359664793718
